Sender_account,Date,Time,Amount,anomaly_score,fraud_probability,Is_laundering,Receiver_account,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location
7669236826,07-10-2022,16:36:49,20289.9,0.028352115,0.005240316,0,7637012883,UK pounds,UK pounds,UK,UK
7421451752,07-10-2022,12:23:10,11867.27,0.010942253,0.004463604,0,6790400322,UK pounds,UK pounds,UK,UK
3023037899,07-10-2022,12:19:24,31417.99,0.030444612,0.011137904,0,5103043844,UK pounds,Naira,UK,Nigeria
ACC817630,05-06-2022,22:47:29,17168.96609,0.128935564,0.9960238,1,ACC903241,UK pounds,UK pounds,UK,UK
ACC946820,28-01-2022,01:39:11,7059.223474,0.541571777,0.9951674,1,ACC549571,UK pounds,US dollar,UK,UK
2020708263,07-10-2022,11:26:24,6355.03,0.015128847,0.004658967,0,409707192,UK pounds,UK pounds,UK,UK
ACC659356,19-07-2023,14:30:11,-802.3959879,0.222997236,0.9958942,1,ACC249867,UK pounds,US dollar,UK,UK
2201489060,07-10-2022,11:22:00,1725.41,0.025285813,0.00599221,0,6364275595,UK pounds,UK pounds,UK,UK
7497361323,07-10-2022,11:18:06,60.08,0.019527446,0.009836203,0,1531726841,UK pounds,UK pounds,UK,UK
6717960462,07-10-2022,13:59:30,28684.62,0.045446403,0.05723685,0,5603364902,UK pounds,UK pounds,UK,UK
6909352305,07-10-2022,16:38:08,25810.7,0.034584107,0.010601909,0,3584277579,UK pounds,UK pounds,UK,UK
1915450576,07-10-2022,15:12:31,10735.74,0.029501187,0.005646099,0,5162401694,UK pounds,UK pounds,UK,UK
1538302188,07-10-2022,12:36:23,1962.56,0.008539221,0.015249044,0,8334222412,UK pounds,UK pounds,UK,UK
7438507951,07-10-2022,13:02:52,18841.44,0.023907274,0.004463604,0,3220735304,UK pounds,UK pounds,UK,UK
ACC381336,14-09-2023,22:34:50,-7811.434312,0.254446812,0.9958942,1,ACC682237,UK pounds,UK pounds,UK,UK
6694382120,07-10-2022,14:19:47,95114.49,0.071578619,0.010492323,0,6967029408,UK pounds,UK pounds,UK,UK
1491989064,07-10-2022,12:38:35,8746.88,0.007931131,0.00459632,0,4658438113,UK pounds,UK pounds,UK,UK
7504755224,07-10-2022,14:09:11,687.73,0.028962909,0.006095965,0,1361076665,UK pounds,UK pounds,UK,UK
2199795388,07-10-2022,12:09:07,9426.74,0.017611992,0.00555484,0,1377603863,UK pounds,UK pounds,UK,UK
198403508,07-10-2022,11:10:37,4560.82,0.030089858,0.008149547,0,1316458123,UK pounds,Mexican Peso,UK,Mexico
3847456279,07-10-2022,15:50:59,4318.39,0.017259773,0.011766742,0,3339540233,UK pounds,UK pounds,UK,UK
3254720589,07-10-2022,11:18:00,5851.03,0.039255724,0.016857514,0,8804997596,UK pounds,UK pounds,UK,UK
1832920542,07-10-2022,11:27:31,1348.6,0.007470929,0.00599221,0,5053780136,UK pounds,UK pounds,UK,UK
544871928,07-10-2022,11:01:58,2220.51,0.02749911,0.048785627,0,3482203845,UK pounds,UK pounds,UK,UK
2447799663,07-10-2022,13:28:09,4867.37,0.002844349,0.010272916,0,8752943153,UK pounds,UK pounds,UK,UK
7788322519,07-10-2022,14:44:15,330.45,0.006514955,0.012533614,0,3282230497,UK pounds,UK pounds,UK,UK
9195060952,07-10-2022,16:22:05,12346.33,0.010016984,0.004802258,0,4270865741,UK pounds,UK pounds,UK,UK
8115376099,07-10-2022,11:05:14,11502.02,0.031880557,0.010285437,0,1712828717,UK pounds,UK pounds,UK,UK
ACC730588,16-12-2022,05:32:59,12962.59293,0.112759124,0.95091814,1,ACC964905,UK pounds,UK pounds,UK,UK
ACC442366,24-03-2022,11:10:39,3307.937584,0.282322043,0.9904693,1,ACC975450,UK pounds,UK pounds,UK,UK
ACC926772,15-03-2022,20:24:21,7184.481211,0.298973216,0.99541664,1,ACC842774,UK pounds,Indian rupee,UK,UK
6598028529,07-10-2022,11:18:13,399.25,0.023081584,0.006112214,0,8589673226,UK pounds,UK pounds,UK,UK
2147527699,07-10-2022,16:43:47,10517.92,0.013042191,0.004462909,0,409707192,UK pounds,UK pounds,UK,UK
8365969009,07-10-2022,13:33:08,8839.11,0.017021839,0.010808824,0,693522868,UK pounds,UK pounds,UK,UK
6949764034,07-10-2022,10:37:49,14303.33,0.018565511,0.01210854,0,1612314007,UK pounds,UK pounds,UK,UK
ACC778151,09-07-2022,10:23:36,383.9684356,0.070774514,0.9941356,1,ACC452095,UK pounds,Naira,UK,UK
ACC292673,26-09-2022,18:23:10,8562.01386,0.230880355,0.8888755,1,ACC812711,UK pounds,Naira,UK,UK
7911534488,07-10-2022,16:51:36,2518.95,0.096903823,0.016237294,0,6771424967,Euro,UK pounds,Italy,UK
787064572,07-10-2022,16:09:21,7016.03,0.008378684,0.004462909,0,6034997194,UK pounds,UK pounds,UK,UK
9508689417,07-10-2022,16:32:48,7490.33,0.028561462,0.013657567,0,5103043844,UK pounds,Naira,UK,Nigeria
8943157074,07-10-2022,14:09:05,2041.64,0.029087973,0.025575813,0,1330403013,UK pounds,UK pounds,UK,UK
7179266246,07-10-2022,11:02:35,2552.37,0.016339826,0.00599221,0,8126009332,UK pounds,UK pounds,UK,UK
ACC266832,19-03-2023,03:11:20,7579.940446,0.436352611,0.99531245,1,ACC418337,UK pounds,Naira,UK,UK
8952177221,07-10-2022,12:08:08,8054.2,0.005563886,0.005240316,0,4447848214,UK pounds,UK pounds,UK,UK
6096368517,07-10-2022,12:59:06,2854.13,0.038316921,0.030960195,0,5676678400,UK pounds,UK pounds,UK,UK
3786472264,07-10-2022,13:50:18,8392.6,0.022233817,0.004802258,0,5628674969,UK pounds,UK pounds,UK,UK
7624877955,07-10-2022,15:45:16,1066.66,0.022193256,0.005731273,0,1530860052,UK pounds,UK pounds,UK,UK
8324037167,07-10-2022,13:50:35,68.2,0.01702137,0.031775832,0,9328482591,UK pounds,UK pounds,UK,UK
9654728418,07-10-2022,13:56:29,80.89,0.010437901,0.009890963,0,6383820790,UK pounds,UK pounds,UK,UK
3168051873,07-10-2022,12:29:46,11267.7,0.007836674,0.00589816,0,9757535272,UK pounds,UK pounds,UK,UK
2865517114,07-10-2022,10:40:22,127.23,0.01110879,0.009807766,0,9180546856,UK pounds,UK pounds,UK,UK
2561938455,07-10-2022,15:45:54,15124.88,0.023646427,0.004658967,0,6855935396,UK pounds,UK pounds,UK,UK
ACC897867,23-09-2023,05:44:12,8495.12895,0.315361129,0.9957897,1,ACC668263,UK pounds,UK pounds,UK,Nigeria
ACC245710,11-08-2023,06:21:46,-37.09335762,0.617491538,0.99456716,1,ACC572152,UK pounds,Mexican Peso,Japan,UK
7215321471,07-10-2022,13:43:58,5339.67,0.047511575,0.013404341,0,4436441344,UK pounds,Pakistani rupee,UK,Pakistan
324084421,07-10-2022,14:45:40,1000.45,0.007688819,0.005356255,0,7284947690,UK pounds,UK pounds,UK,UK
5681948699,07-10-2022,13:16:44,4123.85,0.005609098,0.017010072,0,1711169014,UK pounds,UK pounds,UK,UK
4275035754,07-10-2022,13:16:33,11964.14,0.012567169,0.004983719,0,965672903,UK pounds,UK pounds,UK,UK
5975038880,07-10-2022,14:55:34,2463.9,0.017753404,0.00599221,0,1675743409,UK pounds,UK pounds,UK,UK
ACC521040,06-01-2023,10:12:59,168.1817625,0.369756147,0.9951532,1,ACC648702,UK pounds,US dollar,UK,UK
ACC373548,25-08-2023,23:50:39,3670.303958,0.482240571,0.9943579,1,ACC252312,UK pounds,UK pounds,UK,Mexico
5937469545,07-10-2022,12:51:46,3732.84,0.014167405,0.04344009,0,1924386173,UK pounds,UK pounds,UK,UK
ACC300188,19-10-2023,01:55:24,-4835.465922,0.387553745,0.9956547,1,ACC709470,UK pounds,Naira,UK,Nigeria
9813511575,07-10-2022,14:42:03,17293.2,0.049247096,0.039455313,0,2215728475,Turkish lira,UK pounds,Turkey,UK
7504051506,07-10-2022,11:44:17,1495.32,0.008528027,0.015202092,0,5975662456,UK pounds,UK pounds,UK,UK
2815753333,07-10-2022,11:43:05,652.56,0.013922385,0.00599221,0,1009483043,UK pounds,UK pounds,UK,UK
ACC880779,19-09-2023,17:54:18,7189.026694,0.312013727,0.9955735,1,ACC758274,UK pounds,Indian rupee,UK,UK
ACC978284,03-11-2022,14:12:22,-960.9285138,0.084400238,0.99275583,1,ACC379321,UK pounds,UK pounds,UK,Nigeria
3614082527,07-10-2022,12:44:46,12298.47,0.001329755,0.005240316,0,2547799506,UK pounds,UK pounds,UK,UK
ACC100456,06-09-2022,10:51:57,1887.825568,0.021499282,0.99513125,1,ACC806355,UK pounds,UK pounds,UK,UK
ACC710813,08-02-2022,12:46:17,102.5316993,0.222813282,0.9959388,1,ACC603340,UK pounds,UK pounds,UK,UK
8122556172,07-10-2022,16:18:38,1977.95,0.01298209,0.006095965,0,977865919,UK pounds,UK pounds,UK,UK
5030888011,07-10-2022,16:03:39,563.53,0.018903308,0.005480233,0,4548656973,UK pounds,UK pounds,UK,UK
1015091738,07-10-2022,16:33:59,89.01,0.040948915,0.026847675,0,1191361228,UK pounds,UK pounds,UK,UK
1869219642,07-10-2022,12:31:11,5697.51,0.014120611,0.005480233,0,2543025128,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,16:12:18,9045.15,0.017732368,0.005240316,0,9797294707,UK pounds,UK pounds,UK,UK
ACC200347,03-11-2023,14:18:31,1936.511342,0.190575432,0.9958662,1,ACC184833,UK pounds,UK pounds,UK,UK
9180934204,07-10-2022,14:23:03,8726.1,0.0145348,0.004823444,0,6855935396,UK pounds,UK pounds,UK,UK
ACC467442,11-08-2023,10:54:11,-1527.555086,0.184235735,0.99529463,1,ACC563370,UK pounds,UK pounds,UK,UK
6086421020,07-10-2022,13:18:15,8172.92,0.016779694,0.023870457,0,8785037379,UK pounds,Swiss franc,UK,UK
7254501473,07-10-2022,15:21:16,55702.52,0.03137199,0.014224298,0,2891753350,UK pounds,UK pounds,UK,UK
ACC547607,10-04-2023,12:13:36,-2739.038885,0.264404747,0.9832736,1,ACC772704,UK pounds,Naira,UK,UK
ACC622043,12-07-2023,13:02:23,129.6042719,0.311210966,0.99576074,1,ACC491057,UK pounds,Indian rupee,UK,UK
9332578322,07-10-2022,11:31:00,154.16,0.047453045,0.031775832,0,1585147590,UK pounds,UK pounds,UK,UK
ACC725548,16-08-2023,15:44:24,225.5495739,0.190974114,0.9958942,1,ACC870901,UK pounds,US dollar,UK,UK
5129412985,07-10-2022,12:04:25,110.87,0.019808667,0.009807766,0,2855896317,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,12:07:35,12368.18,0.010733322,0.005514489,0,7050565101,UK pounds,UK pounds,UK,UK
6156339187,07-10-2022,10:47:36,194.09,0.015676238,0.005125091,0,9414721240,UK pounds,UK pounds,UK,UK
ACC126771,04-12-2022,03:07:40,8156.382105,0.145857847,0.99144816,1,ACC350741,UK pounds,Naira,UK,UK
ACC577028,09-12-2023,16:35:45,-1636.209451,0.488575626,0.9950788,1,ACC213874,UK pounds,Naira,Japan,UK
5982914936,07-10-2022,12:18:30,17896.37,0.013620242,0.00459632,0,1167200543,UK pounds,UK pounds,UK,UK
6749080928,07-10-2022,12:34:35,476.1,0.016181261,0.02906026,0,8939591778,UK pounds,UK pounds,UK,UK
ACC796982,08-09-2023,21:00:55,15150.41696,0.381066513,0.99576074,1,ACC216758,UK pounds,Indian rupee,UK,UK
7815302114,07-10-2022,13:05:41,6077.12,0.009406789,0.010272916,0,1842633217,UK pounds,UK pounds,UK,UK
ACC679058,15-08-2023,10:25:12,-2058.196672,0.23950465,0.9952106,1,ACC679901,UK pounds,Naira,UK,USA
2466056232,07-10-2022,11:30:34,14860.76,0.009410318,0.004462909,0,8352571580,UK pounds,UK pounds,UK,UK
853324983,07-10-2022,11:23:54,4882.47,0.009565106,0.006864538,0,8687258534,UK pounds,UK pounds,UK,UK
8659965885,07-10-2022,12:12:27,2921.01,0.017596177,0.006677709,0,6273014681,UK pounds,UK pounds,UK,UK
3262475851,07-10-2022,11:24:59,76.89,0.018206406,0.009890263,0,5228043856,UK pounds,UK pounds,UK,UK
ACC338875,12-06-2023,23:35:31,7353.757844,0.323266252,0.9952988,1,ACC239968,Yen,UK pounds,UK,UK
3868587578,07-10-2022,13:57:24,12581.87,0.020136072,0.004463604,0,7080357663,UK pounds,UK pounds,UK,UK
8865872440,07-10-2022,16:22:24,11924.56,0.009839264,0.004462909,0,1431561040,UK pounds,UK pounds,UK,UK
ACC978323,21-07-2022,08:37:34,-124.5260307,0.246132319,0.98964536,1,ACC331058,UK pounds,Indian rupee,UK,UK
195640366,07-10-2022,15:14:20,3219.43,0.102260288,0.008135702,0,7724104620,UK pounds,Euro,UK,Germany
826653192,07-10-2022,16:00:20,11149.72,0.014456016,0.004823444,0,1431561040,UK pounds,UK pounds,UK,UK
1004096715,07-10-2022,14:44:30,10088.98,0.005986904,0.006864538,0,1071685840,UK pounds,UK pounds,UK,UK
6116657264,07-10-2022,16:14:54,4299.85,0.016023041,0.005646099,0,2283849585,UK pounds,UK pounds,UK,UK
8867140111,07-10-2022,11:07:36,807.77,0.024012933,0.005480233,0,3095652062,UK pounds,UK pounds,UK,UK
ACC768671,11-10-2022,10:02:37,3468.184655,0.054074857,0.030960195,1,ACC182809,UK pounds,UK pounds,UK,UK
4264806366,07-10-2022,14:06:57,335,0.016544791,0.004983719,0,2056828650,UK pounds,UK pounds,UK,UK
ACC116847,03-01-2022,03:47:28,2230.307439,0.409922569,0.99521697,1,ACC382422,UK pounds,Naira,UK,Mexico
2457069376,07-10-2022,12:33:46,7723.71,0.014116287,0.004658967,0,8673917867,UK pounds,UK pounds,UK,UK
4270545621,07-10-2022,14:00:49,7601.36,0.022745877,0.011766742,0,6455925177,UK pounds,UK pounds,UK,UK
58594825,07-10-2022,15:16:28,7893.55,0.051855101,0.008918496,0,6953672776,UK pounds,Mexican Peso,UK,Mexico
1378784400,07-10-2022,13:56:54,7012.66,0.015392611,0.00459632,0,9278521151,UK pounds,UK pounds,UK,UK
2076637514,07-10-2022,15:30:21,800.52,0.012540085,0.013205792,0,1659434054,UK pounds,UK pounds,UK,UK
2133070589,07-10-2022,16:23:40,14126.77,0.012265517,0.004462909,0,1377603863,UK pounds,UK pounds,UK,UK
1915450576,07-10-2022,13:05:09,6532.4,0.044220573,0.005514489,0,4706175310,UK pounds,UK pounds,UK,UK
3691766094,07-10-2022,13:28:40,4757.85,0.01954333,0.011766742,0,2765451286,UK pounds,UK pounds,UK,UK
3375198105,07-10-2022,13:39:29,1976.89,0.006803245,0.004983719,0,1227332321,UK pounds,UK pounds,UK,UK
5520808053,07-10-2022,15:36:38,8822.01,0.018038291,0.004658967,0,1377603863,UK pounds,UK pounds,UK,UK
ACC857667,30-10-2022,22:54:16,-378.6001544,0.350248274,0.9909037,1,ACC267590,UK pounds,Naira,UK,UK
5863574407,07-10-2022,12:33:18,4700.58,0.009023348,0.010183722,0,7607499593,UK pounds,UK pounds,UK,UK
ACC682261,06-04-2023,06:56:08,3897.918033,0.286600257,0.9957378,1,ACC279245,UK pounds,UK pounds,UK,UK
2429123128,07-10-2022,14:12:14,1240.34,0.1460304,0.008207007,0,5450354006,UK pounds,Euro,UK,France
4268002116,07-10-2022,11:56:08,7534.08,0.028090849,0.013205792,0,5453026234,UK pounds,UK pounds,UK,UK
7648831036,07-10-2022,12:34:33,3004.69,0.01310244,0.00671747,0,7344703677,UK pounds,UK pounds,UK,UK
1226944129,07-10-2022,11:27:58,13085.62,0.060259665,0.005101374,0,2534644942,UK pounds,Euro,UK,France
ACC864606,30-03-2023,15:03:47,-4149.100756,0.759783553,0.9953974,1,ACC479707,UK pounds,US dollar,Japan,UK
ACC771950,28-02-2022,20:45:12,-4178.968774,0.718452222,0.99406356,1,ACC303387,UK pounds,UK pounds,Japan,UK
1420214713,07-10-2022,13:57:56,5284.84,0.030954045,0.009895396,0,6514324496,UK pounds,UK pounds,UK,UK
ACC215730,05-04-2023,08:10:08,4419.394836,0.747278372,0.993789,1,ACC916309,UK pounds,Indian rupee,Japan,UK
6305611995,07-10-2022,12:59:58,3175.62,0.016332704,0.00599221,0,1289072017,UK pounds,UK pounds,UK,UK
9529928225,07-10-2022,15:08:02,6511.31,0.022672496,0.004802258,0,4173195094,UK pounds,UK pounds,UK,UK
2972193348,07-10-2022,13:06:13,6389.69,0.049145779,0.011408079,0,5103043844,UK pounds,Naira,UK,Nigeria
ACC298217,14-05-2023,04:45:37,-215.3037441,0.335464905,0.99567395,1,ACC631100,UK pounds,UK pounds,UK,Nigeria
8159151753,07-10-2022,13:51:30,3214.31,0.009162611,0.005731273,0,3262792587,UK pounds,UK pounds,UK,UK
2797271466,07-10-2022,13:09:46,9874.47,0.00884894,0.0051613,0,9599693960,UK pounds,UK pounds,UK,UK
2616388803,07-10-2022,15:04:31,11083.06,0.051052544,0.005101374,0,2534644942,UK pounds,Euro,UK,France
ACC655114,20-08-2023,02:11:33,5321.306227,0.325456767,0.9958918,1,ACC269714,UK pounds,UK pounds,UK,UK
6658514844,07-10-2022,13:30:18,350.83,0.017502598,0.00599221,0,3896145797,UK pounds,UK pounds,UK,UK
3902806766,07-10-2022,10:50:31,1309.6,0.013704424,0.005731273,0,2537003174,UK pounds,UK pounds,UK,UK
1958294737,07-10-2022,15:01:38,7609.76,0.029918472,0.004658967,0,1493436023,UK pounds,UK pounds,UK,UK
9762796943,07-10-2022,12:17:56,7887.34,0.009795594,0.004955927,0,1493436023,UK pounds,UK pounds,UK,UK
2428154426,07-10-2022,10:58:44,1633.21,0.039273501,0.030960195,0,9338414095,UK pounds,UK pounds,UK,UK
8987848252,07-10-2022,14:16:24,9796.13,0.010401566,0.007940739,0,4344045246,UK pounds,Swiss franc,UK,Switzerland
ACC636695,22-09-2023,07:43:47,16939.90595,0.329514573,0.9937104,1,ACC489560,UK pounds,Mexican Peso,UK,India
604321999,07-10-2022,11:02:58,167.79,0.033478931,0.009890263,0,9693438765,UK pounds,UK pounds,UK,UK
6086421020,07-10-2022,16:19:34,19104.02,0.013487252,0.00550701,0,3504466346,UK pounds,UK pounds,UK,UK
ACC126413,14-02-2023,21:36:28,-6407.694093,0.37432953,0.99531084,1,ACC376992,UK pounds,US dollar,UK,UK
ACC949059,25-10-2022,11:33:59,4251.12289,0.482526156,0.9801631,1,ACC979083,UK pounds,Naira,Japan,Nigeria
ACC418445,30-07-2023,02:48:26,-791.2390308,0.472433144,0.9958942,1,ACC667067,UK pounds,Naira,UK,UK
6105430690,07-10-2022,13:44:24,1457.53,0.005278602,0.00599221,0,568059017,UK pounds,UK pounds,UK,UK
244549331,07-10-2022,13:30:33,132.12,0.024131509,0.03001287,0,8332417556,UK pounds,UK pounds,UK,UK
6259321240,07-10-2022,15:24:04,1266.7,0.01103795,0.012137755,0,2455935528,UK pounds,UK pounds,UK,UK
ACC935198,13-09-2023,11:56:12,6433.114352,0.166343476,0.9958942,1,ACC528503,UK pounds,UK pounds,UK,UK
3563438570,07-10-2022,11:27:17,482.68,0.012331572,0.004983719,0,5644680287,UK pounds,UK pounds,UK,UK
ACC462418,15-05-2023,00:15:44,616.6262012,0.374167716,0.9959215,1,ACC549080,UK pounds,UK pounds,UK,UK
4062313426,07-10-2022,12:16:06,15528.63,0.022399857,0.027984489,0,5645906625,UK pounds,UK pounds,UK,UK
6541552727,07-10-2022,14:58:34,10960.42,0.005665567,0.0051613,0,3844741692,UK pounds,UK pounds,UK,UK
7347470470,07-10-2022,10:53:40,126.25,0.010161621,0.009836203,0,6865727267,UK pounds,UK pounds,UK,UK
6919592143,07-10-2022,16:04:36,6292.35,0.023397438,0.004983719,0,6826153897,UK pounds,UK pounds,UK,UK
2582573162,07-10-2022,15:38:19,14675.43,0.020715299,0.01383336,0,4713847595,UK pounds,UK pounds,UK,UK
ACC749184,07-08-2022,09:13:49,-5605.263301,0.133093686,0.99314195,1,ACC871684,UK pounds,Mexican Peso,UK,UK
ACC544885,07-06-2022,19:29:04,273.4614733,0.158517004,0.99171937,1,ACC715240,UK pounds,Mexican Peso,UK,UK
1664598850,07-10-2022,15:51:16,1932.3,0.015195506,0.007654461,0,5223272370,UK pounds,UK pounds,UK,UK
6555497435,07-10-2022,13:02:48,102.09,0.015297576,0.009890263,0,4988002972,UK pounds,UK pounds,UK,UK
7952420291,07-10-2022,14:35:45,57.06,0.007294729,0.009836203,0,2235579647,UK pounds,UK pounds,UK,UK
ACC388905,13-09-2022,04:53:33,-553.7202653,0.132263587,0.9938962,1,ACC584539,UK pounds,US dollar,UK,UK
9318494201,07-10-2022,12:19:55,1534.95,0.018338131,0.005480233,0,76041696,UK pounds,UK pounds,UK,UK
9172459992,07-10-2022,16:54:44,245.9,0.027452951,0.00599221,0,4770834194,UK pounds,UK pounds,UK,UK
3137540462,07-10-2022,10:38:28,734.2,0.010193211,0.00599221,0,5061861850,UK pounds,UK pounds,UK,UK
51578898,07-10-2022,11:32:36,2718.18,0.013141303,0.015868854,0,3954995196,UK pounds,UK pounds,UK,UK
ACC237174,14-06-2023,13:29:46,10162.64787,0.210966831,0.9941235,1,ACC165141,UK pounds,UK pounds,UK,UK
2136084447,07-10-2022,16:15:03,2863.37,0.031168091,0.005125091,0,7212511153,UK pounds,UK pounds,UK,UK
ACC540454,06-01-2022,22:13:35,3618.238739,0.378436536,0.9866844,1,ACC944538,Yen,UK pounds,UK,UK
ACC810887,31-08-2022,22:18:02,15783.40781,0.439649685,0.9707634,1,ACC792649,Yen,UK pounds,UK,UK
ACC599959,20-12-2022,17:10:28,-3568.075834,0.209672429,0.98908025,1,ACC656316,Yen,UK pounds,UK,UK
4773187916,07-10-2022,10:39:12,2861.28,0.012495517,0.013205792,0,9676051307,UK pounds,UK pounds,UK,UK
ACC366682,16-03-2022,10:05:29,6885.958302,0.321418001,0.99519783,1,ACC929585,UK pounds,Indian rupee,UK,UK
4353995266,07-10-2022,12:33:22,5210.79,0.040900579,0.005101374,0,6646502650,UK pounds,Euro,UK,France
ACC475020,04-02-2022,17:33:43,-6067.086159,0.285730638,0.9947285,1,ACC234814,UK pounds,UK pounds,UK,Mexico
892793859,07-10-2022,11:37:57,1652.65,0.104784151,0.008207007,0,9346701114,UK pounds,Euro,UK,France
3526097821,07-10-2022,11:14:45,649.3,0.020520854,0.026253441,0,1013392507,UK pounds,UK pounds,UK,UK
ACC950937,22-12-2022,10:15:46,5587.241722,0.18857238,0.9958181,1,ACC334723,UK pounds,UK pounds,UK,Nigeria
ACC628369,14-04-2023,06:25:35,2442.839872,0.284412967,0.9828059,1,ACC981737,UK pounds,UK pounds,UK,UK
9975059059,07-10-2022,13:19:42,6653.34,0.017767027,0.004658967,0,7160736915,UK pounds,UK pounds,UK,UK
ACC777971,21-03-2023,01:53:51,4888.891885,0.871466145,0.9950126,1,ACC797886,UK pounds,Naira,Japan,India
1970375254,07-10-2022,16:12:00,198.55,0.024733411,0.009890263,0,4112563956,UK pounds,UK pounds,UK,UK
6916211185,07-10-2022,16:21:43,2562.06,0.01462436,0.015868854,0,4486768795,UK pounds,UK pounds,UK,UK
2661600778,07-10-2022,13:13:34,6413.33,0.012586151,0.004983719,0,385669822,UK pounds,UK pounds,UK,UK
ACC604777,22-01-2022,21:58:04,-3457.312801,0.458909394,0.99537367,1,ACC368853,UK pounds,Naira,UK,UK
8736588106,07-10-2022,15:58:10,196.2,0.018815511,0.01716538,0,1351147543,UK pounds,UK pounds,UK,UK
7708135179,07-10-2022,15:21:59,2586.02,0.024829916,0.029528266,0,4920011699,UK pounds,UK pounds,UK,UK
ACC971559,22-02-2023,20:17:07,7868.810545,0.516971526,0.97949755,1,ACC691965,Yen,US dollar,UK,UK
6989271965,07-10-2022,13:47:31,2070.86,0.006604384,0.008805098,0,8305241523,UK pounds,UK pounds,UK,UK
5601568252,07-10-2022,12:24:29,9211.3,0.007244701,0.004802258,0,6444220418,UK pounds,UK pounds,UK,UK
2724243020,07-10-2022,13:55:43,4874.21,0.009210911,0.004462909,0,4293580479,UK pounds,UK pounds,UK,UK
2853766358,07-10-2022,15:24:00,2025.1,0.034560222,0.006677709,0,1422566926,UK pounds,UK pounds,UK,UK
9249641079,07-10-2022,15:18:19,3353.47,0.01639667,0.015409988,0,4071969888,UK pounds,UK pounds,UK,UK
ACC748744,13-10-2022,11:34:44,7637.55551,0.097170385,0.9950138,1,ACC107777,Yen,UK pounds,UK,UK
4036316426,07-10-2022,10:38:01,7377.8,0.01990781,0.005436372,0,7643602388,UK pounds,UK pounds,UK,UK
ACC637404,01-12-2023,10:38:10,-7587.246497,0.217147501,0.9958878,1,ACC632446,UK pounds,Naira,UK,UK
ACC398170,10-08-2023,12:14:29,-1536.837235,0.174915114,0.9958918,1,ACC835788,UK pounds,UK pounds,UK,UK
5982914936,07-10-2022,15:38:05,16820.44,0.014233957,0.00459632,0,7504808702,UK pounds,UK pounds,UK,UK
3410058398,07-10-2022,13:14:28,3593.08,0.012093939,0.016609393,0,8228282373,UK pounds,UK pounds,UK,UK
6904169843,07-10-2022,10:42:17,6124.4,0.007139587,0.004802258,0,4270865741,UK pounds,UK pounds,UK,UK
6954695719,07-10-2022,12:52:42,10060.98,0.011826355,0.016622499,0,1044407325,UK pounds,UK pounds,UK,UK
ACC568149,06-03-2023,22:36:59,8985.390747,0.340651327,0.9937143,1,ACC374212,UK pounds,UK pounds,UK,UK
ACC784261,08-12-2022,20:52:02,8441.008628,0.132548963,0.91382086,1,ACC824312,Yen,UK pounds,UK,UK
7669236826,07-10-2022,12:07:52,5990.52,0.016628048,0.005818713,0,7074900925,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,13:48:13,7737.86,0.007263798,0.00459632,0,2483418869,UK pounds,UK pounds,UK,UK
ACC786060,10-07-2022,11:43:04,66.23184972,0.127915281,0.98462546,1,ACC176360,Yen,UK pounds,UK,UK
4130712996,07-10-2022,16:11:40,1795.39,0.013419326,0.00599221,0,1921988708,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,16:38:18,13142.6,0.010412322,0.005240316,0,2812285491,UK pounds,UK pounds,UK,UK
ACC448348,17-04-2022,03:44:03,5928.042009,0.602016858,0.99406356,1,ACC282026,UK pounds,UK pounds,Japan,UK
3918256548,07-10-2022,13:25:14,470.51,0.009694514,0.01555643,0,6185167250,UK pounds,UK pounds,UK,UK
2481196076,07-10-2022,13:44:42,180.13,0.008034494,0.018901596,0,1917620406,UK pounds,UK pounds,UK,UK
ACC794661,25-09-2023,00:41:09,5883.93306,0.416811735,0.99529463,1,ACC419966,UK pounds,UK pounds,UK,UK
1730350525,07-10-2022,13:23:13,7176.77,0.011729189,0.004658967,0,4336977506,UK pounds,UK pounds,UK,UK
9395946307,07-10-2022,13:34:12,12943.48,0.006109515,0.004983719,0,2615971254,UK pounds,UK pounds,UK,UK
ACC438309,19-06-2023,02:33:29,13323.19359,0.387305761,0.99080056,1,ACC440994,Yen,US dollar,UK,UK
4519164179,07-10-2022,12:22:32,1362.91,0.013866049,0.03714456,0,6748996302,UK pounds,UK pounds,UK,UK
8203229522,07-10-2022,11:00:29,4368.21,0.132712638,0.010383129,0,5254058209,UK pounds,Dirham,UK,UAE
6354136969,07-10-2022,11:20:07,19924.47,0.027226904,0.004658967,0,7080357663,UK pounds,UK pounds,UK,UK
ACC303850,26-10-2023,06:06:28,-1581.163701,0.461296313,0.9956672,1,ACC905678,UK pounds,UK pounds,UK,Mexico
ACC596506,10-08-2022,21:34:04,9707.444327,0.07584138,0.9960238,1,ACC949534,UK pounds,UK pounds,UK,UK
9946423251,07-10-2022,16:10:29,4721.96,0.034753974,0.028271684,0,100251233,UK pounds,UK pounds,UK,UK
2547342518,07-10-2022,15:41:41,20038.83,0.018433698,0.004463604,0,8518184956,UK pounds,UK pounds,UK,UK
